date,item,value
2011-03-31 00:00:00,unemp,5.767 
2011-06-30 00:00:00,realgdp,2709.965 
2011-06-30 00:00:00,infl,2.933 
2011-06-30 00:00:00,unemp,5.309 
2011-09-30 00:00:00,realgdp,2731.251 
2011-09-30 00:00:00,infl,2.151 
2011-09-30 00:00:00,unemp,5.456 
2011-12-31 00:00:00,realgdp,2726.495 
2011-12-31 00:00:00,infl,2.822 
2011-12-31 00:00:00,unemp,5.677 
2012-03-31 00:00:00,realgdp,2761.768 
2012-03-31 00:00:00,infl,2.386 
2012-03-31 00:00:00,unemp,5.884 
2012-06-30 00:00:00,realgdp,2722.324 
2012-06-30 00:00:00,infl,2.455 
2012-06-30 00:00:00,unemp,5.150 
2012-09-30 00:00:00,realgdp,2753.209 
2012-09-30 00:00:00,infl,2.403 
2012-09-30 00:00:00,unemp,5.137 
2012-12-31 00:00:00,realgdp,2787.275 
2012-12-31 00:00:00,infl,2.405 
2012-12-31 00:00:00,unemp,5.936 
2013-03-31 00:00:00,realgdp,2746.783 
2013-03-31 00:00:00,infl,2.616 
2013-03-31 00:00:00,unemp,5.711 
2013-06-30 00:00:00,realgdp,2700.405 
2013-06-30 00:00:00,infl,2.950 
2013-06-30 00:00:00,unemp,5.370 
2013-09-30 00:00:00,realgdp,2730.860 
2013-09-30 00:00:00,infl,2.809 
2013-09-30 00:00:00,unemp,5.983 
2013-12-31 00:00:00,realgdp,2744.172 
2013-12-31 00:00:00,infl,2.953 
2013-12-31 00:00:00,unemp,5.460 
2014-03-31 00:00:00,realgdp,2791.695 
2014-03-31 00:00:00,infl,2.135 
2014-03-31 00:00:00,unemp,5.764 
2014-06-30 00:00:00,realgdp,2714.251 
2014-06-30 00:00:00,infl,2.327 
2014-06-30 00:00:00,unemp,5.784 
2014-09-30 00:00:00,realgdp,2703.564 
2014-09-30 00:00:00,infl,2.487 
2014-09-30 00:00:00,unemp,5.641 
2014-12-31 00:00:00,realgdp,2759.644 
2014-12-31 00:00:00,infl,2.689 
2014-12-31 00:00:00,unemp,5.573 
2015-03-31 00:00:00,realgdp,2723.220 
2015-03-31 00:00:00,infl,2.985 
2015-03-31 00:00:00,unemp,5.533 
2015-06-30 00:00:00,realgdp,2780.269 
2015-06-30 00:00:00,infl,2.475 
2015-06-30 00:00:00,unemp,5.102 
2015-09-30 00:00:00,realgdp,2724.666 
2015-09-30 00:00:00,infl,2.902 
2015-09-30 00:00:00,unemp,5.792 
2015-12-31 00:00:00,realgdp,2740.289 
2015-12-31 00:00:00,infl,2.787 
2015-12-31 00:00:00,unemp,5.029 
2016-03-31 00:00:00,realgdp,2739.083 
2016-03-31 00:00:00,infl,2.992 
2016-03-31 00:00:00,unemp,5.141 
2016-06-30 00:00:00,realgdp,2756.088 
2016-06-30 00:00:00,infl,2.131 
2016-06-30 00:00:00,unemp,5.803 
2016-09-30 00:00:00,realgdp,2721.329 
2016-09-30 00:00:00,infl,2.198 
2016-09-30 00:00:00,unemp,5.464 
2016-12-31 00:00:00,realgdp,2786.499 
2016-12-31 00:00:00,infl,2.414 
2016-12-31 00:00:00,unemp,5.311 
2017-03-31 00:00:00,realgdp,2725.470 
2017-03-31 00:00:00,infl,2.648 
2017-03-31 00:00:00,unemp,5.608 
2017-06-30 00:00:00,realgdp,2713.483 
2017-06-30 00:00:00,infl,2.825 
2017-06-30 00:00:00,unemp,5.618 
2017-09-30 00:00:00,realgdp,2743.428 
2017-09-30 00:00:00,infl,2.283 
2017-09-30 00:00:00,unemp,5.113 
2017-12-31 00:00:00,realgdp,2787.503 
2017-12-31 00:00:00,infl,2.153 
2017-12-31 00:00:00,unemp,5.243 
2018-03-31 00:00:00,realgdp,2769.547 
2018-03-31 00:00:00,infl,2.040 
2018-03-31 00:00:00,unemp,5.780 
2018-06-30 00:00:00,realgdp,2736.052 
2018-06-30 00:00:00,infl,2.779 
2018-06-30 00:00:00,unemp,5.823 
2018-09-30 00:00:00,realgdp,2729.693 
2018-09-30 00:00:00,infl,2.260 
2018-09-30 00:00:00,unemp,5.159 
2018-12-31 00:00:00,realgdp,2735.627 
2018-12-31 00:00:00,infl,2.150 
2018-12-31 00:00:00,unemp,5.862 
2019-03-31 00:00:00,realgdp,2765.251 
2019-03-31 00:00:00,infl,2.906 
2019-03-31 00:00:00,unemp,5.078 
2019-06-30 00:00:00,realgdp,2737.449 
2019-06-30 00:00:00,infl,2.226 
2019-06-30 00:00:00,unemp,5.109 
2019-09-30 00:00:00,realgdp,2743.773 
2019-09-30 00:00:00,infl,2.627 
2019-09-30 00:00:00,unemp,5.433 
2019-12-31 00:00:00,realgdp,2786.421 
2019-12-31 00:00:00,infl,2.527 
2019-12-31 00:00:00,unemp,5.158 
2020-03-31 00:00:00,realgdp,2744.764 
2020-03-31 00:00:00,infl,2.009 
2020-03-31 00:00:00,unemp,5.795 
2020-06-30 00:00:00,realgdp,2795.100 
2020-06-30 00:00:00,infl,2.543 
2020-06-30 00:00:00,unemp,5.848 
2020-09-30 00:00:00,realgdp,2733.091 
2020-09-30 00:00:00,infl,2.391 
2020-09-30 00:00:00,unemp,5.443 
2020-12-31 00:00:00,realgdp,2780.541 
2020-12-31 00:00:00,infl,2.873 
2020-12-31 00:00:00,unemp,5.964 
2021-03-31 00:00:00,realgdp,2777.522 
2021-03-31 00:00:00,infl,2.615 
2021-03-31 00:00:00,unemp,5.848 
2021-06-30 00:00:00,realgdp,2735.878 
2021-06-30 00:00:00,infl,2.725 
2021-06-30 00:00:00,unemp,5.939 
2021-09-30 00:00:00,realgdp,2793.895 
2021-09-30 00:00:00,infl,2.286 
2021-09-30 00:00:00,unemp,5.001 
2021-12-31 00:00:00,realgdp,2744.655 
2021-12-31 00:00:00,infl,2.303 
2021-12-31 00:00:00,unemp,5.437 
2022-03-31 00:00:00,realgdp,2783.273 
2022-03-31 00:00:00,infl,2.316 
2022-03-31 00:00:00,unemp,5.623 
2022-06-30 00:00:00,realgdp,2786.727 
2022-06-30 00:00:00,infl,2.214 
2022-06-30 00:00:00,unemp,5.924 
2022-09-30 00:00:00,realgdp,2707.226 
2022-09-30 00:00:00,infl,2.052 
2022-09-30 00:00:00,unemp,5.385 
2022-12-31 00:00:00,realgdp,2791.844 
2022-12-31 00:00:00,infl,2.572 
2022-12-31 00:00:00,unemp,5.116 
2023-03-31 00:00:00,realgdp,2772.274 
2023-03-31 00:00:00,infl,2.134 
2023-03-31 00:00:00,unemp,5.970 
2023-06-30 00:00:00,realgdp,2787.918 
2023-06-30 00:00:00,infl,2.641 
2023-06-30 00:00:00,unemp,5.529 
2023-09-30 00:00:00,realgdp,2729.870 
2023-09-30 00:00:00,infl,2.920 
2023-09-30 00:00:00,unemp,5.732 
2023-12-31 00:00:00,realgdp,2790.829 
2023-12-31 00:00:00,infl,2.210 
2023-12-31 00:00:00,unemp,5.308 
2024-03-31 00:00:00,realgdp,2788.807 
2024-03-31 00:00:00,infl,2.805 
2024-03-31 00:00:00,unemp,5.134 
2024-06-30 00:00:00,realgdp,2795.976 
2024-06-30 00:00:00,infl,2.041 
2024-06-30 00:00:00,unemp,5.962 
2024-09-30 00:00:00,realgdp,2779.058 
2024-09-30 00:00:00,infl,2.833 
2024-09-30 00:00:00,unemp,5.103 
2024-12-31 00:00:00,realgdp,2781.444 
2024-12-31 00:00:00,infl,2.684 
2024-12-31 00:00:00,unemp,5.203 
2025-03-31 00:00:00,realgdp,2742.375 
2025-03-31 00:00:00,infl,2.497 
2025-03-31 00:00:00,unemp,5.424 
2025-06-30 00:00:00,realgdp,2737.380 
2025-06-30 00:00:00,infl,2.991 
2025-06-30 00:00:00,unemp,5.118 
2025-09-30 00:00:00,realgdp,2740.490 
2025-09-30 00:00:00,infl,2.156 
2025-09-30 00:00:00,unemp,5.828 
2025-12-31 00:00:00,realgdp,2714.478 
2025-12-31 00:00:00,infl,2.171 
2025-12-31 00:00:00,unemp,5.222 
2026-03-31 00:00:00,realgdp,2716.126 
2026-03-31 00:00:00,infl,2.369 
2026-03-31 00:00:00,unemp,5.142 
2026-06-30 00:00:00,realgdp,2710.526 
2026-06-30 00:00:00,infl,2.541 
2026-06-30 00:00:00,unemp,5.787 
2026-09-30 00:00:00,realgdp,2714.236 
2026-09-30 00:00:00,infl,2.055 
2026-09-30 00:00:00,unemp,5.075 
2026-12-31 00:00:00,realgdp,2758.594 
2026-12-31 00:00:00,infl,2.855 
2026-12-31 00:00:00,unemp,5.694 
2027-03-31 00:00:00,realgdp,2700.670 
2027-03-31 00:00:00,infl,2.724 
2027-03-31 00:00:00,unemp,5.528 
2027-06-30 00:00:00,realgdp,2758.230 
2027-06-30 00:00:00,infl,2.713 
2027-06-30 00:00:00,unemp,5.155 
2027-09-30 00:00:00,realgdp,2759.664 
2027-09-30 00:00:00,infl,2.219 
2027-09-30 00:00:00,unemp,5.305 
2027-12-31 00:00:00,realgdp,2780.135 
2027-12-31 00:00:00,infl,2.036 
2027-12-31 00:00:00,unemp,5.213 
2028-03-31 00:00:00,realgdp,2718.949 
2028-03-31 00:00:00,infl,2.634 
2028-03-31 00:00:00,unemp,5.218 
2028-06-30 00:00:00,realgdp,2789.494 
2028-06-30 00:00:00,infl,2.491 
2028-06-30 00:00:00,unemp,5.440 
2028-09-30 00:00:00,realgdp,2766.291 
2028-09-30 00:00:00,infl,2.753 
2028-09-30 00:00:00,unemp,5.933 
2028-12-31 00:00:00,realgdp,2766.601 
2028-12-31 00:00:00,infl,2.898 
2028-12-31 00:00:00,unemp,5.495 
2029-03-31 00:00:00,realgdp,2738.723 
2029-03-31 00:00:00,infl,2.594 
2029-03-31 00:00:00,unemp,5.795 
2029-06-30 00:00:00,realgdp,2778.812 
2029-06-30 00:00:00,infl,2.564 
2029-06-30 00:00:00,unemp,5.458 
2029-09-30 00:00:00,realgdp,2778.860 
2029-09-30 00:00:00,infl,2.219 
2029-09-30 00:00:00,unemp,5.091 
2029-12-31 00:00:00,realgdp,2766.228 
2029-12-31 00:00:00,infl,2.747 
2029-12-31 00:00:00,unemp,5.206 
2030-03-31 00:00:00,realgdp,2758.921 
2030-03-31 00:00:00,infl,2.326 
2030-03-31 00:00:00,unemp,5.323 
2030-06-30 00:00:00,realgdp,2726.273 
2030-06-30 00:00:00,infl,2.312 
2030-06-30 00:00:00,unemp,5.840 
2030-09-30 00:00:00,realgdp,2794.832 
2030-09-30 00:00:00,infl,2.954 
2030-09-30 00:00:00,unemp,5.844 
2030-12-31 00:00:00,realgdp,2768.167 
2030-12-31 00:00:00,infl,2.006 
2030-12-31 00:00:00,unemp,5.219 
2031-03-31 00:00:00,realgdp,2711.847 
2031-03-31 00:00:00,infl,2.195 
2031-03-31 00:00:00,unemp,5.269 
2031-06-30 00:00:00,realgdp,2798.315 
2031-06-30 00:00:00,infl,2.635 
2031-06-30 00:00:00,unemp,5.612 
2031-09-30 00:00:00,realgdp,2727.985 
2031-09-30 00:00:00,infl,2.371 
2031-09-30 00:00:00,unemp,5.550 
2031-12-31 00:00:00,realgdp,2707.082 
2031-12-31 00:00:00,infl,2.543 
2031-12-31 00:00:00,unemp,5.138 
2032-03-31 00:00:00,realgdp,2734.558 
2032-03-31 00:00:00,infl,2.895 
2032-03-31 00:00:00,unemp,5.823 
2032-06-30 00:00:00,realgdp,2797.798 
2032-06-30 00:00:00,infl,2.410 
2032-06-30 00:00:00,unemp,5.729 
2032-09-30 00:00:00,realgdp,2781.713 
2032-09-30 00:00:00,infl,2.267 
2032-09-30 00:00:00,unemp,5.274 
2032-12-31 00:00:00,realgdp,2744.296 
2032-12-31 00:00:00,infl,2.566 
2032-12-31 00:00:00,unemp,5.265 
2033-03-31 00:00:00,realgdp,2756.165 
2033-03-31 00:00:00,infl,2.643 
2033-03-31 00:00:00,unemp,5.814 
2033-06-30 00:00:00,realgdp,2789.723 
2033-06-30 00:00:00,infl,2.093 
2033-06-30 00:00:00,unemp,5.871 
2033-09-30 00:00:00,realgdp,2774.240 
2033-09-30 00:00:00,infl,2.885 
2033-09-30 00:00:00,unemp,5.321 
2033-12-31 00:00:00,realgdp,2787.322 
2033-12-31 00:00:00,infl,2.722 
2033-12-31 00:00:00,unemp,5.166 
2034-03-31 00:00:00,realgdp,2781.094 
2034-03-31 00:00:00,infl,2.847 
2034-03-31 00:00:00,unemp,5.259 
2034-06-30 00:00:00,realgdp,2700.762 
2034-06-30 00:00:00,infl,2.916 
2034-06-30 00:00:00,unemp,5.550 
2034-09-30 00:00:00,realgdp,2759.999 
2034-09-30 00:00:00,infl,2.954 
2034-09-30 00:00:00,unemp,5.970 
2034-12-31 00:00:00,realgdp,2728.793 
2034-12-31 00:00:00,infl,2.244 
2034-12-31 00:00:00,unemp,5.223 
2035-03-31 00:00:00,realgdp,2761.809 
2035-03-31 00:00:00,infl,2.074 
2035-03-31 00:00:00,unemp,5.413 
2035-06-30 00:00:00,realgdp,2750.149 
2035-06-30 00:00:00,infl,2.240 
2035-06-30 00:00:00,unemp,5.766 
2035-09-30 00:00:00,realgdp,2756.734 
2035-09-30 00:00:00,infl,2.340 
2035-09-30 00:00:00,unemp,5.914 
2035-12-31 00:00:00,realgdp,2791.070 
2035-12-31 00:00:00,infl,2.930 
2035-12-31 00:00:00,unemp,5.891 
2036-03-31 00:00:00,realgdp,2707.269 
2036-03-31 00:00:00,infl,2.552 
2036-03-31 00:00:00,unemp,5.091 
2036-06-30 00:00:00,realgdp,2736.737 
2036-06-30 00:00:00,infl,2.422 
2036-06-30 00:00:00,unemp,5.551 
2036-09-30 00:00:00,realgdp,2781.321 
2036-09-30 00:00:00,infl,2.686 
2036-09-30 00:00:00,unemp,5.485 
2036-12-31 00:00:00,realgdp,2712.986 
2036-12-31 00:00:00,infl,2.174 
2036-12-31 00:00:00,unemp,5.561 
2037-03-31 00:00:00,realgdp,2732.965 
2037-03-31 00:00:00,infl,2.973 
2037-03-31 00:00:00,unemp,5.492 
2037-06-30 00:00:00,realgdp,2702.586 
2037-06-30 00:00:00,infl,2.705 
2037-06-30 00:00:00,unemp,5.855 
2037-09-30 00:00:00,realgdp,2777.905 
2037-09-30 00:00:00,infl,2.504 
2037-09-30 00:00:00,unemp,5.362 
2037-12-31 00:00:00,realgdp,2743.545 
2037-12-31 00:00:00,infl,2.435 
2037-12-31 00:00:00,unemp,5.104 
2038-03-31 00:00:00,realgdp,2771.339 
2038-03-31 00:00:00,infl,2.597 
2038-03-31 00:00:00,unemp,5.103 
2038-06-30 00:00:00,realgdp,2716.188 
2038-06-30 00:00:00,infl,2.846 
2038-06-30 00:00:00,unemp,5.592 
2038-09-30 00:00:00,realgdp,2766.001 
2038-09-30 00:00:00,infl,2.501 
2038-09-30 00:00:00,unemp,5.853 
2038-12-31 00:00:00,realgdp,2704.315 
2038-12-31 00:00:00,infl,2.613 
2038-12-31 00:00:00,unemp,5.238 
2039-03-31 00:00:00,realgdp,2730.124 
2039-03-31 00:00:00,infl,2.762 
2039-03-31 00:00:00,unemp,5.116 
2039-06-30 00:00:00,realgdp,2761.044 
2039-06-30 00:00:00,infl,2.469 
2039-06-30 00:00:00,unemp,5.378 
2039-09-30 00:00:00,realgdp,2715.573 
2039-09-30 00:00:00,infl,2.885 
2039-09-30 00:00:00,unemp,5.639 
2039-12-31 00:00:00,realgdp,2764.830 
2039-12-31 00:00:00,infl,2.158 
2039-12-31 00:00:00,unemp,5.805 
2040-03-31 00:00:00,realgdp,2792.099 
2040-03-31 00:00:00,infl,2.625 
2040-03-31 00:00:00,unemp,5.152 
2040-06-30 00:00:00,realgdp,2767.104 
2040-06-30 00:00:00,infl,2.999 
2040-06-30 00:00:00,unemp,5.406 
2040-09-30 00:00:00,realgdp,2785.687 
2040-09-30 00:00:00,infl,2.705 
2040-09-30 00:00:00,unemp,5.875 
2040-12-31 00:00:00,realgdp,2778.800 
2040-12-31 00:00:00,infl,2.566 
2040-12-31 00:00:00,unemp,5.695 
2041-03-31 00:00:00,realgdp,2767.794 
2041-03-31 00:00:00,infl,2.705 
2041-03-31 00:00:00,unemp,5.926 
2041-06-30 00:00:00,realgdp,2781.155 
2041-06-30 00:00:00,infl,2.429 
2041-06-30 00:00:00,unemp,5.530 
2041-09-30 00:00:00,realgdp,2794.390 
2041-09-30 00:00:00,infl,2.562 
2041-09-30 00:00:00,unemp,5.780 
2041-12-31 00:00:00,realgdp,2769.962 
2041-12-31 00:00:00,infl,2.723 
2041-12-31 00:00:00,unemp,5.887 
2042-03-31 00:00:00,realgdp,2769.324 
2042-03-31 00:00:00,infl,2.583 
2042-03-31 00:00:00,unemp,5.327 
2042-06-30 00:00:00,realgdp,2779.663 
2042-06-30 00:00:00,infl,2.658 
2042-06-30 00:00:00,unemp,5.636 
2042-09-30 00:00:00,realgdp,2779.753 
2042-09-30 00:00:00,infl,2.591 
2042-09-30 00:00:00,unemp,5.377 
2042-12-31 00:00:00,realgdp,2724.807 
2042-12-31 00:00:00,infl,2.054 
2042-12-31 00:00:00,unemp,5.954 
2043-03-31 00:00:00,realgdp,2704.172 
2043-03-31 00:00:00,infl,2.860 
2043-03-31 00:00:00,unemp,5.611 
2043-06-30 00:00:00,realgdp,2708.352 
2043-06-30 00:00:00,infl,2.185 
2043-06-30 00:00:00,unemp,5.467 
2043-09-30 00:00:00,realgdp,2722.953 
2043-09-30 00:00:00,infl,2.848 
2043-09-30 00:00:00,unemp,5.427 
2043-12-31 00:00:00,realgdp,2765.482 
2043-12-31 00:00:00,infl,2.704 
2043-12-31 00:00:00,unemp,5.565 
2044-03-31 00:00:00,realgdp,2797.799 
2044-03-31 00:00:00,infl,2.245 
2044-03-31 00:00:00,unemp,5.028 
2044-06-30 00:00:00,realgdp,2766.985 
2044-06-30 00:00:00,infl,2.614 
2044-06-30 00:00:00,unemp,5.094 
2044-09-30 00:00:00,realgdp,2725.382 
2044-09-30 00:00:00,infl,2.390 
2044-09-30 00:00:00,unemp,5.018 
2044-12-31 00:00:00,realgdp,2716.581 
2044-12-31 00:00:00,infl,2.557 
2044-12-31 00:00:00,unemp,5.547 
2045-03-31 00:00:00,realgdp,2765.202 
2045-03-31 00:00:00,infl,2.461 
2045-03-31 00:00:00,unemp,5.874 
2045-06-30 00:00:00,realgdp,2764.589 
2045-06-30 00:00:00,infl,2.773 
2045-06-30 00:00:00,unemp,5.067 
2045-09-30 00:00:00,realgdp,2753.152 
2045-09-30 00:00:00,infl,2.413 
2045-09-30 00:00:00,unemp,5.604 
2045-12-31 00:00:00,realgdp,2786.278 
2045-12-31 00:00:00,infl,2.927 
2045-12-31 00:00:00,unemp,5.855 
2046-03-31 00:00:00,realgdp,2792.446 
2046-03-31 00:00:00,infl,2.078 
2046-03-31 00:00:00,unemp,5.687 
2046-06-30 00:00:00,realgdp,2738.292 
2046-06-30 00:00:00,infl,2.754 
2046-06-30 00:00:00,unemp,5.059 
2046-09-30 00:00:00,realgdp,2768.416 
2046-09-30 00:00:00,infl,2.435 
2046-09-30 00:00:00,unemp,5.624 
2046-12-31 00:00:00,realgdp,2756.681 
2046-12-31 00:00:00,infl,2.141 
2046-12-31 00:00:00,unemp,5.385 
2047-03-31 00:00:00,realgdp,2726.716 
2047-03-31 00:00:00,infl,2.187 
2047-03-31 00:00:00,unemp,5.471 
2047-06-30 00:00:00,realgdp,2729.937 
2047-06-30 00:00:00,infl,2.117 
2047-06-30 00:00:00,unemp,5.701 
2047-09-30 00:00:00,realgdp,2796.510 
2047-09-30 00:00:00,infl,2.045 
2047-09-30 00:00:00,unemp,5.536 
2047-12-31 00:00:00,realgdp,2756.037 
2047-12-31 00:00:00,infl,2.077 
2047-12-31 00:00:00,unemp,5.720 
2048-03-31 00:00:00,realgdp,2738.268 
2048-03-31 00:00:00,infl,2.021 
2048-03-31 00:00:00,unemp,5.535 
2048-06-30 00:00:00,realgdp,2701.310 
2048-06-30 00:00:00,infl,2.893 
2048-06-30 00:00:00,unemp,5.048 
2048-09-30 00:00:00,realgdp,2718.239 
2048-09-30 00:00:00,infl,2.153 
2048-09-30 00:00:00,unemp,5.661 
2048-12-31 00:00:00,realgdp,2747.933 
2048-12-31 00:00:00,infl,2.801 
2048-12-31 00:00:00,unemp,5.900 
2049-03-31 00:00:00,realgdp,2766.777 
2049-03-31 00:00:00,infl,2.373 
2049-03-31 00:00:00,unemp,5.993 
2049-06-30 00:00:00,realgdp,2763.373 
2049-06-30 00:00:00,infl,2.359 
2049-06-30 00:00:00,unemp,5.382 
2049-09-30 00:00:00,realgdp,2743.778 
2049-09-30 00:00:00,infl,2.742 
2049-09-30 00:00:00,unemp,5.945 
2049-12-31 00:00:00,realgdp,2781.606 
2049-12-31 00:00:00,infl,2.244 
2049-12-31 00:00:00,unemp,5.071 
2050-03-31 00:00:00,realgdp,2715.541 
2050-03-31 00:00:00,infl,2.450 
2050-03-31 00:00:00,unemp,5.250 
2050-06-30 00:00:00,realgdp,2720.759 
2050-06-30 00:00:00,infl,2.146 
2050-06-30 00:00:00,unemp,5.705 
2050-09-30 00:00:00,realgdp,2758.717 
2050-09-30 00:00:00,infl,2.740 
2050-09-30 00:00:00,unemp,5.944 
2050-12-31 00:00:00,realgdp,2722.441 
2050-12-31 00:00:00,infl,2.709 
2050-12-31 00:00:00,unemp,5.241 
2051-03-31 00:00:00,realgdp,2743.549 
2051-03-31 00:00:00,infl,2.359 
2051-03-31 00:00:00,unemp,5.579 
2051-06-30 00:00:00,realgdp,2766.557 
2051-06-30 00:00:00,infl,2.722 
2051-06-30 00:00:00,unemp,5.815 
2051-09-30 00:00:00,realgdp,2719.676 
2051-09-30 00:00:00,infl,2.693 
2051-09-30 00:00:00,unemp,5.075 
2051-12-31 00:00:00,realgdp,2713.959 
2051-12-31 00:00:00,infl,2.036 
2051-12-31 00:00:00,unemp,5.982 
2052-03-31 00:00:00,realgdp,2715.503 
2052-03-31 00:00:00,infl,2.409 
2052-03-31 00:00:00,unemp,5.233 
2052-06-30 00:00:00,realgdp,2712.065 
2052-06-30 00:00:00,infl,2.678 
2052-06-30 00:00:00,unemp,5.202 
2052-09-30 00:00:00,realgdp,2797.495 
2052-09-30 00:00:00,infl,2.882 
2052-09-30 00:00:00,unemp,5.649 
2052-12-31 00:00:00,realgdp,2718.489 
2052-12-31 00:00:00,infl,2.988 
2052-12-31 00:00:00,unemp,5.845 
2053-03-31 00:00:00,realgdp,2742.646 
2053-03-31 00:00:00,infl,2.451 
2053-03-31 00:00:00,unemp,5.172 
2053-06-30 00:00:00,realgdp,2760.897 
2053-06-30 00:00:00,infl,2.295 
2053-06-30 00:00:00,unemp,5.912 
2053-09-30 00:00:00,realgdp,2710.856 
2053-09-30 00:00:00,infl,2.743 
2053-09-30 00:00:00,unemp,5.761 
2053-12-31 00:00:00,realgdp,2757.373 
2053-12-31 00:00:00,infl,2.979 
2053-12-31 00:00:00,unemp,5.356 
2054-03-31 00:00:00,realgdp,2751.350 
2054-03-31 00:00:00,infl,2.222 
2054-03-31 00:00:00,unemp,5.087 
2054-06-30 00:00:00,realgdp,2737.541 
2054-06-30 00:00:00,infl,2.991 
2054-06-30 00:00:00,unemp,5.053 
2054-09-30 00:00:00,realgdp,2740.586 
2054-09-30 00:00:00,infl,2.694 
2054-09-30 00:00:00,unemp,5.806 
2054-12-31 00:00:00,realgdp,2739.587 
2054-12-31 00:00:00,infl,2.375 
2054-12-31 00:00:00,unemp,5.610 
2055-03-31 00:00:00,realgdp,2758.581 
2055-03-31 00:00:00,infl,2.109 
2055-03-31 00:00:00,unemp,5.056 
2055-06-30 00:00:00,realgdp,2708.307 
2055-06-30 00:00:00,infl,2.546 
2055-06-30 00:00:00,unemp,5.020 
2055-09-30 00:00:00,realgdp,2738.103 
2055-09-30 00:00:00,infl,2.762 
2055-09-30 00:00:00,unemp,5.009 
2055-12-31 00:00:00,realgdp,2793.709 
2055-12-31 00:00:00,infl,2.634 
2055-12-31 00:00:00,unemp,5.652 
2056-03-31 00:00:00,realgdp,2727.440 
2056-03-31 00:00:00,infl,2.604 
2056-03-31 00:00:00,unemp,5.059 
2056-06-30 00:00:00,realgdp,2745.263 
2056-06-30 00:00:00,infl,2.352 
2056-06-30 00:00:00,unemp,5.426 
2056-09-30 00:00:00,realgdp,2779.606 
2056-09-30 00:00:00,infl,2.071 
2056-09-30 00:00:00,unemp,5.767 
2056-12-31 00:00:00,realgdp,2753.979 
2056-12-31 00:00:00,infl,2.747 
2056-12-31 00:00:00,unemp,5.833 
2057-03-31 00:00:00,realgdp,2737.489 
2057-03-31 00:00:00,infl,2.539 
2057-03-31 00:00:00,unemp,5.030 
2057-06-30 00:00:00,realgdp,2737.130 
2057-06-30 00:00:00,infl,2.144 
2057-06-30 00:00:00,unemp,5.921 
2057-09-30 00:00:00,realgdp,2740.056 
2057-09-30 00:00:00,infl,2.964 
2057-09-30 00:00:00,unemp,5.563 
2057-12-31 00:00:00,realgdp,2785.440 
2057-12-31 00:00:00,infl,2.268 
2057-12-31 00:00:00,unemp,5.630 
2058-03-31 00:00:00,realgdp,2766.116 
2058-03-31 00:00:00,infl,2.080 
2058-03-31 00:00:00,unemp,5.121 
2058-06-30 00:00:00,realgdp,2746.313 
2058-06-30 00:00:00,infl,2.905 
2058-06-30 00:00:00,unemp,5.419 
2058-09-30 00:00:00,realgdp,2770.251 
2058-09-30 00:00:00,infl,2.326 
2058-09-30 00:00:00,unemp,5.574 
2058-12-31 00:00:00,realgdp,2799.105 
2058-12-31 00:00:00,infl,2.195 
2058-12-31 00:00:00,unemp,5.696 
2059-03-31 00:00:00,realgdp,2701.563 
2059-03-31 00:00:00,infl,2.995 
2059-03-31 00:00:00,unemp,5.894 
2059-06-30 00:00:00,realgdp,2769.551 
2059-06-30 00:00:00,infl,2.399 
2059-06-30 00:00:00,unemp,5.677 
2059-09-30 00:00:00,realgdp,2701.881 
2059-09-30 00:00:00,infl,2.360 
2059-09-30 00:00:00,unemp,5.139 
2059-12-31 00:00:00,realgdp,2716.048 
2059-12-31 00:00:00,infl,2.653 
2059-12-31 00:00:00,unemp,5.383 
2060-03-31 00:00:00,realgdp,2700.145 
2060-03-31 00:00:00,infl,2.691 
2060-03-31 00:00:00,unemp,5.142 
2060-06-30 00:00:00,realgdp,2790.611 
2060-06-30 00:00:00,infl,2.320 
2060-06-30 00:00:00,unemp,5.283 
2060-09-30 00:00:00,realgdp,2708.283 
2060-09-30 00:00:00,infl,2.734 
2060-09-30 00:00:00,unemp,5.193 
2060-12-31 00:00:00,realgdp,2784.640 
2060-12-31 00:00:00,infl,2.661 
2060-12-31 00:00:00,unemp,5.089 
2061-03-31 00:00:00,realgdp,2774.686 
2061-03-31 00:00:00,infl,2.119 
2061-03-31 00:00:00,unemp,5.340 
2061-06-30 00:00:00,realgdp,2788.110 
2061-06-30 00:00:00,infl,2.569 
2061-06-30 00:00:00,unemp,5.804 
2061-09-30 00:00:00,realgdp,2750.087 
2061-09-30 00:00:00,infl,2.579 
2061-09-30 00:00:00,unemp,5.437 
2061-12-31 00:00:00,realgdp,2706.450 
2061-12-31 00:00:00,infl,2.345 
2061-12-31 00:00:00,unemp,5.989 
2062-03-31 00:00:00,realgdp,2787.589 
2062-03-31 00:00:00,infl,2.823 
2062-03-31 00:00:00,unemp,5.026 
2062-06-30 00:00:00,realgdp,2793.529 
2062-06-30 00:00:00,infl,2.228 
2062-06-30 00:00:00,unemp,5.378 
2062-09-30 00:00:00,realgdp,2798.067 
2062-09-30 00:00:00,infl,2.417 
2062-09-30 00:00:00,unemp,5.342 
2062-12-31 00:00:00,realgdp,2735.185 
2062-12-31 00:00:00,infl,2.199 
2062-12-31 00:00:00,unemp,5.727 
2063-03-31 00:00:00,realgdp,2700.717 
2063-03-31 00:00:00,infl,2.008 
2063-03-31 00:00:00,unemp,5.777 
2063-06-30 00:00:00,realgdp,2785.156 
