data	item	value		
2008-12-31 00:00:00	unemp	5.494 		
2009-03-31 00:00:00	realgdp	2710.392 		
2009-03-31 00:00:00	infl	2.134 		
2009-03-31 00:00:00	unemp	5.616 		
2009-06-30 00:00:00	realgdp	2712.759 		
2009-06-30 00:00:00	infl	2.498 		
2009-06-30 00:00:00	unemp	5.632 		
2009-09-30 00:00:00	realgdp	2720.607 		
2009-09-30 00:00:00	infl	2.582 		
2009-09-30 00:00:00	unemp	5.611 		
2009-12-31 00:00:00	realgdp	2721.765 		
2009-12-31 00:00:00	infl	2.355 		
2009-12-31 00:00:00	unemp	5.026 		
2010-03-31 00:00:00	realgdp	2781.619 		
2010-03-31 00:00:00	infl	2.087 		
2010-03-31 00:00:00	unemp	5.621 		
2010-06-30 00:00:00	realgdp	2760.676 		
2010-06-30 00:00:00	infl	2.433 		
2010-06-30 00:00:00	unemp	5.084 		
2010-09-30 00:00:00	realgdp	2726.543 		
2010-09-30 00:00:00	infl	2.055 		
2010-09-30 00:00:00	unemp	5.312 		
2010-12-31 00:00:00	realgdp	2700.257 		
2010-12-31 00:00:00	infl	2.864 		
2010-12-31 00:00:00	unemp	5.942 		
2011-03-31 00:00:00	realgdp	2724.941 		
2011-03-31 00:00:00	infl	2.223 		
2011-03-31 00:00:00	unemp	5.316 		
2011-06-30 00:00:00	realgdp	2796.944 		
2011-06-30 00:00:00	infl	2.484 		
2011-06-30 00:00:00	unemp	5.452 		
2011-09-30 00:00:00	realgdp	2738.669 		
2011-09-30 00:00:00	infl	2.868 		
2011-09-30 00:00:00	unemp	5.401 		
2011-12-31 00:00:00	realgdp	2737.255 		
2011-12-31 00:00:00	infl	2.537 		
2011-12-31 00:00:00	unemp	5.542 		
2012-03-31 00:00:00	realgdp	2751.882 		
2012-03-31 00:00:00	infl	2.048 		
2012-03-31 00:00:00	unemp	5.856 		
2012-06-30 00:00:00	realgdp	2773.716 		
2012-06-30 00:00:00	infl	2.822 		
2012-06-30 00:00:00	unemp	5.986 		
2012-09-30 00:00:00	realgdp	2718.763 		
2012-09-30 00:00:00	infl	2.258 		
2012-09-30 00:00:00	unemp	5.479 		
2012-12-31 00:00:00	realgdp	2766.967 		
2012-12-31 00:00:00	infl	2.195 		
2012-12-31 00:00:00	unemp	5.353 		
2013-03-31 00:00:00	realgdp	2766.678 		
2013-03-31 00:00:00	infl	2.169 		
2013-03-31 00:00:00	unemp	5.096 		
2013-06-30 00:00:00	realgdp	2748.104 		
2013-06-30 00:00:00	infl	2.443 		
2013-06-30 00:00:00	unemp	5.374 		
2013-09-30 00:00:00	realgdp	2789.664 		
2013-09-30 00:00:00	infl	2.744 		
2013-09-30 00:00:00	unemp	5.153 		
2013-12-31 00:00:00	realgdp	2788.436 		
2013-12-31 00:00:00	infl	2.323 		
2013-12-31 00:00:00	unemp	5.664 		
2014-03-31 00:00:00	realgdp	2746.681 		
2014-03-31 00:00:00	infl	2.783 		
2014-03-31 00:00:00	unemp	5.530 		
2014-06-30 00:00:00	realgdp	2709.192 		
2014-06-30 00:00:00	infl	2.197 		
2014-06-30 00:00:00	unemp	5.086 		
2014-09-30 00:00:00	realgdp	2739.550 		
2014-09-30 00:00:00	infl	2.078 		
2014-09-30 00:00:00	unemp	5.402 		
2014-12-31 00:00:00	realgdp	2737.695 		
2014-12-31 00:00:00	infl	2.710 		
2014-12-31 00:00:00	unemp	5.523 		
2015-03-31 00:00:00	realgdp	2767.063 		
2015-03-31 00:00:00	infl	2.369 		
2015-03-31 00:00:00	unemp	5.385 		
2015-06-30 00:00:00	realgdp	2797.632 		
2015-06-30 00:00:00	infl	2.209 		
2015-06-30 00:00:00	unemp	5.150 		
2015-09-30 00:00:00	realgdp	2794.563 		
2015-09-30 00:00:00	infl	2.316 		
2015-09-30 00:00:00	unemp	5.567 		
2015-12-31 00:00:00	realgdp	2740.032 		
2015-12-31 00:00:00	infl	2.754 		
2015-12-31 00:00:00	unemp	5.403 		
2016-03-31 00:00:00	realgdp	2768.619 		
2016-03-31 00:00:00	infl	2.400 		
2016-03-31 00:00:00	unemp	5.016 		
2016-06-30 00:00:00	realgdp	2744.947 		
2016-06-30 00:00:00	infl	2.296 		
2016-06-30 00:00:00	unemp	5.289 		
2016-09-30 00:00:00	realgdp	2751.847 		
2016-09-30 00:00:00	infl	2.328 		
2016-09-30 00:00:00	unemp	5.801 		
2016-12-31 00:00:00	realgdp	2741.513 		
2016-12-31 00:00:00	infl	2.873 		
2016-12-31 00:00:00	unemp	5.418 		
2017-03-31 00:00:00	realgdp	2796.652 		
2017-03-31 00:00:00	infl	2.558 		
2017-03-31 00:00:00	unemp	5.713 		
2017-06-30 00:00:00	realgdp	2718.036 		
2017-06-30 00:00:00	infl	2.586 		
2017-06-30 00:00:00	unemp	5.892 		
2017-09-30 00:00:00	realgdp	2751.574 		
2017-09-30 00:00:00	infl	2.229 		
2017-09-30 00:00:00	unemp	5.743 		
2017-12-31 00:00:00	realgdp	2775.767 		
2017-12-31 00:00:00	infl	2.435 		
2017-12-31 00:00:00	unemp	5.724 		
2018-03-31 00:00:00	realgdp	2799.646 		
2018-03-31 00:00:00	infl	2.168 		
2018-03-31 00:00:00	unemp	5.054 		
2018-06-30 00:00:00	realgdp	2749.216 		
2018-06-30 00:00:00	infl	2.992 		
2018-06-30 00:00:00	unemp	5.096 		
2018-09-30 00:00:00	realgdp	2754.106 		
2018-09-30 00:00:00	infl	2.110 		
2018-09-30 00:00:00	unemp	5.238 		
2018-12-31 00:00:00	realgdp	2732.490 		
2018-12-31 00:00:00	infl	2.752 		
2018-12-31 00:00:00	unemp	5.070 		
2019-03-31 00:00:00	realgdp	2737.932 		
2019-03-31 00:00:00	infl	2.318 		
2019-03-31 00:00:00	unemp	5.788 		
2019-06-30 00:00:00	realgdp	2707.057 		
2019-06-30 00:00:00	infl	2.298 		
2019-06-30 00:00:00	unemp	5.716 		
2019-09-30 00:00:00	realgdp	2746.898 		
2019-09-30 00:00:00	infl	2.108 		
2019-09-30 00:00:00	unemp	5.407 		
2019-12-31 00:00:00	realgdp	2742.072 		
2019-12-31 00:00:00	infl	2.089 		
2019-12-31 00:00:00	unemp	5.391 		
2020-03-31 00:00:00	realgdp	2759.334 		
2020-03-31 00:00:00	infl	2.981 		
2020-03-31 00:00:00	unemp	5.520 		
2020-06-30 00:00:00	realgdp	2755.716 		
2020-06-30 00:00:00	infl	2.377 		
2020-06-30 00:00:00	unemp	5.391 		
2020-09-30 00:00:00	realgdp	2794.295 		
2020-09-30 00:00:00	infl	2.015 		
2020-09-30 00:00:00	unemp	5.241 		
2020-12-31 00:00:00	realgdp	2777.733 		
2020-12-31 00:00:00	infl	2.258 		
2020-12-31 00:00:00	unemp	5.117 		
2021-03-31 00:00:00	realgdp	2787.346 		
2021-03-31 00:00:00	infl	2.922 		
2021-03-31 00:00:00	unemp	5.346 		
2021-06-30 00:00:00	realgdp	2717.419 		
2021-06-30 00:00:00	infl	2.290 		
2021-06-30 00:00:00	unemp	5.748 		
2021-09-30 00:00:00	realgdp	2771.183 		
2021-09-30 00:00:00	infl	2.147 		
2021-09-30 00:00:00	unemp	5.542 		
2021-12-31 00:00:00	realgdp	2737.234 		
2021-12-31 00:00:00	infl	2.927 		
2021-12-31 00:00:00	unemp	5.568 		
2022-03-31 00:00:00	realgdp	2775.486 		
2022-03-31 00:00:00	infl	2.866 		
2022-03-31 00:00:00	unemp	5.426 		
2022-06-30 00:00:00	realgdp	2788.531 		
2022-06-30 00:00:00	infl	2.758 		
2022-06-30 00:00:00	unemp	5.083 		
2022-09-30 00:00:00	realgdp	2728.515 		
2022-09-30 00:00:00	infl	2.494 		
2022-09-30 00:00:00	unemp	5.238 		
2022-12-31 00:00:00	realgdp	2759.803 		
2022-12-31 00:00:00	infl	2.855 		
2022-12-31 00:00:00	unemp	5.421 		
2023-03-31 00:00:00	realgdp	2731.643 		
2023-03-31 00:00:00	infl	2.816 		
2023-03-31 00:00:00	unemp	5.820 		
2023-06-30 00:00:00	realgdp	2718.946 		
2023-06-30 00:00:00	infl	2.337 		
2023-06-30 00:00:00	unemp	5.548 		
2023-09-30 00:00:00	realgdp	2779.071 		
2023-09-30 00:00:00	infl	2.018 		
2023-09-30 00:00:00	unemp	5.970 		
2023-12-31 00:00:00	realgdp	2784.287 		
2023-12-31 00:00:00	infl	2.200 		
2023-12-31 00:00:00	unemp	5.602 		
2024-03-31 00:00:00	realgdp	2768.677 		
2024-03-31 00:00:00	infl	2.244 		
2024-03-31 00:00:00	unemp	5.060 		
2024-06-30 00:00:00	realgdp	2744.589 		
2024-06-30 00:00:00	infl	2.336 		
2024-06-30 00:00:00	unemp	5.148 		
2024-09-30 00:00:00	realgdp	2725.165 		
2024-09-30 00:00:00	infl	2.921 		
2024-09-30 00:00:00	unemp	5.577 		
2024-12-31 00:00:00	realgdp	2712.316 		
2024-12-31 00:00:00	infl	2.499 		
2024-12-31 00:00:00	unemp	5.612 		
2025-03-31 00:00:00	realgdp	2719.451 		
2025-03-31 00:00:00	infl	2.892 		
2025-03-31 00:00:00	unemp	5.732 		
2025-06-30 00:00:00	realgdp	2734.955 		
2025-06-30 00:00:00	infl	2.437 		
2025-06-30 00:00:00	unemp	5.329 		
2025-09-30 00:00:00	realgdp	2749.112 		
2025-09-30 00:00:00	infl	2.977 		
2025-09-30 00:00:00	unemp	5.586 		
2025-12-31 00:00:00	realgdp	2703.001 		
2025-12-31 00:00:00	infl	2.223 		
2025-12-31 00:00:00	unemp	5.313 		
2026-03-31 00:00:00	realgdp	2713.824 		
2026-03-31 00:00:00	infl	2.585 		
2026-03-31 00:00:00	unemp	5.614 		
2026-06-30 00:00:00	realgdp	2760.658 		
2026-06-30 00:00:00	infl	2.125 		
2026-06-30 00:00:00	unemp	5.510 		
2026-09-30 00:00:00	realgdp	2794.644 		
2026-09-30 00:00:00	infl	2.869 		
2026-09-30 00:00:00	unemp	5.602 		
2026-12-31 00:00:00	realgdp	2724.358 		
2026-12-31 00:00:00	infl	2.680 		
2026-12-31 00:00:00	unemp	5.242 		
2027-03-31 00:00:00	realgdp	2780.245 		
2027-03-31 00:00:00	infl	2.078 		
2027-03-31 00:00:00	unemp	5.759 		
2027-06-30 00:00:00	realgdp	2717.953 		
2027-06-30 00:00:00	infl	2.343 		
2027-06-30 00:00:00	unemp	5.483 		
2027-09-30 00:00:00	realgdp	2740.637 		
2027-09-30 00:00:00	infl	2.516 		
2027-09-30 00:00:00	unemp	5.148 		
2027-12-31 00:00:00	realgdp	2793.628 		
2027-12-31 00:00:00	infl	2.098 		
2027-12-31 00:00:00	unemp	5.390 		
2028-03-31 00:00:00	realgdp	2756.916 		
2028-03-31 00:00:00	infl	2.045 		
2028-03-31 00:00:00	unemp	5.744 		
2028-06-30 00:00:00	realgdp	2794.902 		
2028-06-30 00:00:00	infl	2.324 		
2028-06-30 00:00:00	unemp	5.797 		
2028-09-30 00:00:00	realgdp	2717.443 		
2028-09-30 00:00:00	infl	2.922 		
2028-09-30 00:00:00	unemp	5.753 		
2028-12-31 00:00:00	realgdp	2727.988 		
2028-12-31 00:00:00	infl	2.653 		
2028-12-31 00:00:00	unemp	5.281 		
2029-03-31 00:00:00	realgdp	2722.597 		
2029-03-31 00:00:00	infl	2.857 		
2029-03-31 00:00:00	unemp	5.296 		
2029-06-30 00:00:00	realgdp	2701.564 		
2029-06-30 00:00:00	infl	2.586 		
2029-06-30 00:00:00	unemp	5.314 		
2029-09-30 00:00:00	realgdp	2773.434 		
2029-09-30 00:00:00	infl	2.327 		
2029-09-30 00:00:00	unemp	5.479 		
2029-12-31 00:00:00	realgdp	2772.782 		
2029-12-31 00:00:00	infl	2.751 		
2029-12-31 00:00:00	unemp	5.723 		
2030-03-31 00:00:00	realgdp	2766.649 		
2030-03-31 00:00:00	infl	2.348 		
2030-03-31 00:00:00	unemp	5.428 		
2030-06-30 00:00:00	realgdp	2725.291 		
2030-06-30 00:00:00	infl	2.800 		
2030-06-30 00:00:00	unemp	5.996 		
2030-09-30 00:00:00	realgdp	2733.087 		
2030-09-30 00:00:00	infl	2.013 		
2030-09-30 00:00:00	unemp	5.527 		
2030-12-31 00:00:00	realgdp	2743.829 		
2030-12-31 00:00:00	infl	2.822 		
2030-12-31 00:00:00	unemp	5.414 		
2031-03-31 00:00:00	realgdp	2773.793 		
2031-03-31 00:00:00	infl	2.211 		
2031-03-31 00:00:00	unemp	5.992 		
2031-06-30 00:00:00	realgdp	2793.967 		
2031-06-30 00:00:00	infl	2.653 		
2031-06-30 00:00:00	unemp	5.399 		
2031-09-30 00:00:00	realgdp	2700.437 		
2031-09-30 00:00:00	infl	2.352 		
2031-09-30 00:00:00	unemp	5.926 		
2031-12-31 00:00:00	realgdp	2764.749 		
2031-12-31 00:00:00	infl	2.423 		
2031-12-31 00:00:00	unemp	5.739 		
2032-03-31 00:00:00	realgdp	2797.892 		
2032-03-31 00:00:00	infl	2.857 		
2032-03-31 00:00:00	unemp	5.941 		
2032-06-30 00:00:00	realgdp	2788.114 		
2032-06-30 00:00:00	infl	2.970 		
2032-06-30 00:00:00	unemp	5.208 		
2032-09-30 00:00:00	realgdp	2748.714 		
2032-09-30 00:00:00	infl	2.830 		
2032-09-30 00:00:00	unemp	5.800 		
2032-12-31 00:00:00	realgdp	2799.620 		
2032-12-31 00:00:00	infl	2.951 		
2032-12-31 00:00:00	unemp	5.577 		
2033-03-31 00:00:00	realgdp	2797.445 		
2033-03-31 00:00:00	infl	2.273 		
2033-03-31 00:00:00	unemp	5.494 		
2033-06-30 00:00:00	realgdp	2709.442 		
2033-06-30 00:00:00	infl	2.591 		
2033-06-30 00:00:00	unemp	5.996 		
2033-09-30 00:00:00	realgdp	2703.446 		
2033-09-30 00:00:00	infl	2.999 		
2033-09-30 00:00:00	unemp	5.855 		
2033-12-31 00:00:00	realgdp	2706.012 		
2033-12-31 00:00:00	infl	2.974 		
2033-12-31 00:00:00	unemp	5.078 		
2034-03-31 00:00:00	realgdp	2725.049 		
2034-03-31 00:00:00	infl	2.128 		
2034-03-31 00:00:00	unemp	5.448 		
2034-06-30 00:00:00	realgdp	2791.498 		
2034-06-30 00:00:00	infl	2.118 		
2034-06-30 00:00:00	unemp	5.605 		
2034-09-30 00:00:00	realgdp	2741.912 		
2034-09-30 00:00:00	infl	2.262 		
2034-09-30 00:00:00	unemp	5.798 		
2034-12-31 00:00:00	realgdp	2769.334 		
2034-12-31 00:00:00	infl	2.134 		
2034-12-31 00:00:00	unemp	5.373 		
2035-03-31 00:00:00	realgdp	2767.084 		
2035-03-31 00:00:00	infl	2.994 		
2035-03-31 00:00:00	unemp	5.182 		
2035-06-30 00:00:00	realgdp	2705.584 		
2035-06-30 00:00:00	infl	2.627 		
2035-06-30 00:00:00	unemp	5.130 		
2035-09-30 00:00:00	realgdp	2789.479 		
2035-09-30 00:00:00	infl	2.844 		
2035-09-30 00:00:00	unemp	5.960 		
2035-12-31 00:00:00	realgdp	2728.948 		
2035-12-31 00:00:00	infl	2.532 		
2035-12-31 00:00:00	unemp	5.527 		
2036-03-31 00:00:00	realgdp	2796.965 		
2036-03-31 00:00:00	infl	2.656 		
2036-03-31 00:00:00	unemp	5.840 		
2036-06-30 00:00:00	realgdp	2750.622 		
2036-06-30 00:00:00	infl	2.684 		
2036-06-30 00:00:00	unemp	5.532 		
2036-09-30 00:00:00	realgdp	2734.233 		
2036-09-30 00:00:00	infl	2.830 		
2036-09-30 00:00:00	unemp	5.541 		
2036-12-31 00:00:00	realgdp	2709.462 		
2036-12-31 00:00:00	infl	2.155 		
2036-12-31 00:00:00	unemp	5.608 		
2037-03-31 00:00:00	realgdp	2717.414 		
2037-03-31 00:00:00	infl	2.138 		
2037-03-31 00:00:00	unemp	5.482 		
2037-06-30 00:00:00	realgdp	2795.102 		
2037-06-30 00:00:00	infl	2.216 		
2037-06-30 00:00:00	unemp	5.523 		
2037-09-30 00:00:00	realgdp	2718.530 		
2037-09-30 00:00:00	infl	2.470 		
2037-09-30 00:00:00	unemp	5.629 		
2037-12-31 00:00:00	realgdp	2788.640 		
2037-12-31 00:00:00	infl	2.423 		
2037-12-31 00:00:00	unemp	5.800 		
2038-03-31 00:00:00	realgdp	2759.357 		
2038-03-31 00:00:00	infl	2.136 		
2038-03-31 00:00:00	unemp	5.333 		
2038-06-30 00:00:00	realgdp	2758.217 		
2038-06-30 00:00:00	infl	2.493 		
2038-06-30 00:00:00	unemp	5.678 		
2038-09-30 00:00:00	realgdp	2721.527 		
2038-09-30 00:00:00	infl	2.354 		
2038-09-30 00:00:00	unemp	5.705 		
2038-12-31 00:00:00	realgdp	2715.365 		
2038-12-31 00:00:00	infl	2.169 		
2038-12-31 00:00:00	unemp	5.113 		
2039-03-31 00:00:00	realgdp	2732.087 		
2039-03-31 00:00:00	infl	2.075 		
2039-03-31 00:00:00	unemp	5.368 		
2039-06-30 00:00:00	realgdp	2758.409 		
2039-06-30 00:00:00	infl	2.112 		
2039-06-30 00:00:00	unemp	5.177 		
2039-09-30 00:00:00	realgdp	2796.558 		
2039-09-30 00:00:00	infl	2.714 		
2039-09-30 00:00:00	unemp	5.040 		
2039-12-31 00:00:00	realgdp	2749.162 		
2039-12-31 00:00:00	infl	2.079 		
2039-12-31 00:00:00	unemp	5.354 		
2040-03-31 00:00:00	realgdp	2793.039 		
2040-03-31 00:00:00	infl	2.651 		
2040-03-31 00:00:00	unemp	5.230 		
2040-06-30 00:00:00	realgdp	2719.087 		
2040-06-30 00:00:00	infl	2.903 		
2040-06-30 00:00:00	unemp	5.522 		
2040-09-30 00:00:00	realgdp	2731.620 		
2040-09-30 00:00:00	infl	2.323 		
2040-09-30 00:00:00	unemp	5.974 		
2040-12-31 00:00:00	realgdp	2711.479 		
2040-12-31 00:00:00	infl	2.260 		
2040-12-31 00:00:00	unemp	5.311 		
2041-03-31 00:00:00	realgdp	2764.379 		
2041-03-31 00:00:00	infl	2.460 		
2041-03-31 00:00:00	unemp	5.661 		
2041-06-30 00:00:00	realgdp	2738.334 		
2041-06-30 00:00:00	infl	2.074 		
2041-06-30 00:00:00	unemp	5.736 		
2041-09-30 00:00:00	realgdp	2717.297 		
2041-09-30 00:00:00	infl	2.615 		
2041-09-30 00:00:00	unemp	5.793 		
2041-12-31 00:00:00	realgdp	2744.569 		
2041-12-31 00:00:00	infl	2.621 		
2041-12-31 00:00:00	unemp	5.872 		
2042-03-31 00:00:00	realgdp	2741.519 		
2042-03-31 00:00:00	infl	2.406 		
2042-03-31 00:00:00	unemp	5.876 		
2042-06-30 00:00:00	realgdp	2767.444 		
2042-06-30 00:00:00	infl	2.475 		
2042-06-30 00:00:00	unemp	5.499 		
2042-09-30 00:00:00	realgdp	2729.248 		
2042-09-30 00:00:00	infl	2.936 		
2042-09-30 00:00:00	unemp	5.808 		
2042-12-31 00:00:00	realgdp	2719.135 		
2042-12-31 00:00:00	infl	2.982 		
2042-12-31 00:00:00	unemp	5.632 		
2043-03-31 00:00:00	realgdp	2798.038 		
2043-03-31 00:00:00	infl	2.533 		
2043-03-31 00:00:00	unemp	5.692 		
2043-06-30 00:00:00	realgdp	2769.254 		
2043-06-30 00:00:00	infl	2.296 		
2043-06-30 00:00:00	unemp	5.482 		
2043-09-30 00:00:00	realgdp	2704.010 		
2043-09-30 00:00:00	infl	2.050 		
2043-09-30 00:00:00	unemp	5.498 		
2043-12-31 00:00:00	realgdp	2782.264 		
2043-12-31 00:00:00	infl	2.421 		
2043-12-31 00:00:00	unemp	5.137 		
2044-03-31 00:00:00	realgdp	2777.970 		
2044-03-31 00:00:00	infl	2.799 		
2044-03-31 00:00:00	unemp	5.253 		
2044-06-30 00:00:00	realgdp	2704.391 		
2044-06-30 00:00:00	infl	2.195 		
2044-06-30 00:00:00	unemp	5.217 		
2044-09-30 00:00:00	realgdp	2746.111 		
2044-09-30 00:00:00	infl	2.327 		
2044-09-30 00:00:00	unemp	5.617 		
2044-12-31 00:00:00	realgdp	2798.983 		
2044-12-31 00:00:00	infl	2.251 		
2044-12-31 00:00:00	unemp	5.193 		
2045-03-31 00:00:00	realgdp	2706.778 		
2045-03-31 00:00:00	infl	2.861 		
2045-03-31 00:00:00	unemp	5.304 		
2045-06-30 00:00:00	realgdp	2715.671 		
2045-06-30 00:00:00	infl	2.160 		
2045-06-30 00:00:00	unemp	5.437 		
2045-09-30 00:00:00	realgdp	2707.191 		
2045-09-30 00:00:00	infl	2.996 		
2045-09-30 00:00:00	unemp	5.119 		
2045-12-31 00:00:00	realgdp	2785.249 		
2045-12-31 00:00:00	infl	2.785 		
2045-12-31 00:00:00	unemp	5.039 		
2046-03-31 00:00:00	realgdp	2757.112 		
2046-03-31 00:00:00	infl	2.336 		
2046-03-31 00:00:00	unemp	5.185 		
2046-06-30 00:00:00	realgdp	2722.324 		
2046-06-30 00:00:00	infl	2.064 		
2046-06-30 00:00:00	unemp	5.142 		
2046-09-30 00:00:00	realgdp	2762.772 		
2046-09-30 00:00:00	infl	2.925 		
2046-09-30 00:00:00	unemp	5.190 		
2046-12-31 00:00:00	realgdp	2738.199 		
2046-12-31 00:00:00	infl	2.178 		
2046-12-31 00:00:00	unemp	5.461 		
2047-03-31 00:00:00	realgdp	2712.547 		
2047-03-31 00:00:00	infl	2.773 		
2047-03-31 00:00:00	unemp	5.662 		
2047-06-30 00:00:00	realgdp	2792.478 		
2047-06-30 00:00:00	infl	2.921 		
2047-06-30 00:00:00	unemp	5.764 		
2047-09-30 00:00:00	realgdp	2765.448 		
2047-09-30 00:00:00	infl	2.157 		
2047-09-30 00:00:00	unemp	5.566 		
2047-12-31 00:00:00	realgdp	2727.963 		
2047-12-31 00:00:00	infl	2.703 		
2047-12-31 00:00:00	unemp	5.807 		
2048-03-31 00:00:00	realgdp	2764.118 		
2048-03-31 00:00:00	infl	2.356 		
2048-03-31 00:00:00	unemp	5.454 		
2048-06-30 00:00:00	realgdp	2737.422 		
2048-06-30 00:00:00	infl	2.728 		
2048-06-30 00:00:00	unemp	5.035 		
2048-09-30 00:00:00	realgdp	2752.830 		
2048-09-30 00:00:00	infl	2.059 		
2048-09-30 00:00:00	unemp	5.304 		
2048-12-31 00:00:00	realgdp	2726.505 		
2048-12-31 00:00:00	infl	2.505 		
2048-12-31 00:00:00	unemp	5.483 		
2049-03-31 00:00:00	realgdp	2780.649 		
2049-03-31 00:00:00	infl	2.866 		
2049-03-31 00:00:00	unemp	5.099 		
2049-06-30 00:00:00	realgdp	2786.894 		
2049-06-30 00:00:00	infl	2.586 		
2049-06-30 00:00:00	unemp	5.909 		
2049-09-30 00:00:00	realgdp	2777.831 		
2049-09-30 00:00:00	infl	2.690 		
2049-09-30 00:00:00	unemp	5.178 		
2049-12-31 00:00:00	realgdp	2766.446 		
2049-12-31 00:00:00	infl	2.709 		
2049-12-31 00:00:00	unemp	5.517 		
2050-03-31 00:00:00	realgdp	2752.091 		
2050-03-31 00:00:00	infl	2.909 		
2050-03-31 00:00:00	unemp	5.803 		
2050-06-30 00:00:00	realgdp	2705.034 		
2050-06-30 00:00:00	infl	2.937 		
2050-06-30 00:00:00	unemp	5.127 		
2050-09-30 00:00:00	realgdp	2741.812 		
2050-09-30 00:00:00	infl	2.364 		
2050-09-30 00:00:00	unemp	5.514 		
2050-12-31 00:00:00	realgdp	2702.588 		
2050-12-31 00:00:00	infl	2.988 		
2050-12-31 00:00:00	unemp	5.845 		
2051-03-31 00:00:00	realgdp	2763.920 		
2051-03-31 00:00:00	infl	2.301 		
2051-03-31 00:00:00	unemp	5.287 		
2051-06-30 00:00:00	realgdp	2761.101 		
2051-06-30 00:00:00	infl	2.307 		
2051-06-30 00:00:00	unemp	5.875 		
2051-09-30 00:00:00	realgdp	2715.105 		
2051-09-30 00:00:00	infl	2.425 		
2051-09-30 00:00:00	unemp	5.807 		
2051-12-31 00:00:00	realgdp	2746.443 		
2051-12-31 00:00:00	infl	2.585 		
2051-12-31 00:00:00	unemp	5.981 		
2052-03-31 00:00:00	realgdp	2719.127 		
2052-03-31 00:00:00	infl	2.198 		
2052-03-31 00:00:00	unemp	5.875 		
2052-06-30 00:00:00	realgdp	2794.434 		
2052-06-30 00:00:00	infl	2.497 		
2052-06-30 00:00:00	unemp	5.097 		
2052-09-30 00:00:00	realgdp	2736.357 		
2052-09-30 00:00:00	infl	2.543 		
2052-09-30 00:00:00	unemp	5.659 		
2052-12-31 00:00:00	realgdp	2703.601 		
2052-12-31 00:00:00	infl	3.000 		
2052-12-31 00:00:00	unemp	5.510 		
2053-03-31 00:00:00	realgdp	2754.824 		
2053-03-31 00:00:00	infl	2.095 		
2053-03-31 00:00:00	unemp	5.534 		
2053-06-30 00:00:00	realgdp	2763.483 		
2053-06-30 00:00:00	infl	2.796 		
2053-06-30 00:00:00	unemp	5.720 		
2053-09-30 00:00:00	realgdp	2736.412 		
2053-09-30 00:00:00	infl	2.076 		
2053-09-30 00:00:00	unemp	5.700 		
2053-12-31 00:00:00	realgdp	2706.732 		
2053-12-31 00:00:00	infl	2.287 		
2053-12-31 00:00:00	unemp	5.392 		
2054-03-31 00:00:00	realgdp	2707.513 		
2054-03-31 00:00:00	infl	2.379 		
2054-03-31 00:00:00	unemp	5.130 		
2054-06-30 00:00:00	realgdp	2788.643 		
2054-06-30 00:00:00	infl	2.528 		
2054-06-30 00:00:00	unemp	5.861 		
2054-09-30 00:00:00	realgdp	2756.369 		
2054-09-30 00:00:00	infl	2.654 		
2054-09-30 00:00:00	unemp	5.462 		
2054-12-31 00:00:00	realgdp	2711.601 		
2054-12-31 00:00:00	infl	2.736 		
2054-12-31 00:00:00	unemp	5.692 		
2055-03-31 00:00:00	realgdp	2745.927 		
2055-03-31 00:00:00	infl	2.220 		
2055-03-31 00:00:00	unemp	5.704 		
2055-06-30 00:00:00	realgdp	2738.582 		
2055-06-30 00:00:00	infl	2.553 		
2055-06-30 00:00:00	unemp	5.734 		
2055-09-30 00:00:00	realgdp	2755.754 		
2055-09-30 00:00:00	infl	2.804 		
2055-09-30 00:00:00	unemp	5.004 		
2055-12-31 00:00:00	realgdp	2762.478 		
2055-12-31 00:00:00	infl	2.209 		
2055-12-31 00:00:00	unemp	5.233 		
2056-03-31 00:00:00	realgdp	2754.858 		
2056-03-31 00:00:00	infl	2.581 		
2056-03-31 00:00:00	unemp	5.232 		
2056-06-30 00:00:00	realgdp	2791.459 		
2056-06-30 00:00:00	infl	2.108 		
2056-06-30 00:00:00	unemp	5.340 		
2056-09-30 00:00:00	realgdp	2773.135 		
2056-09-30 00:00:00	infl	2.727 		
2056-09-30 00:00:00	unemp	5.755 		
2056-12-31 00:00:00	realgdp	2735.685 		
2056-12-31 00:00:00	infl	2.974 		
2056-12-31 00:00:00	unemp	5.801 		
2057-03-31 00:00:00	realgdp	2777.631 		
2057-03-31 00:00:00	infl	2.573 		
2057-03-31 00:00:00	unemp	5.686 		
2057-06-30 00:00:00	realgdp	2769.787 		
2057-06-30 00:00:00	infl	2.688 		
2057-06-30 00:00:00	unemp	5.269 		
2057-09-30 00:00:00	realgdp	2714.137 		
2057-09-30 00:00:00	infl	2.390 		
2057-09-30 00:00:00	unemp	5.887 		
2057-12-31 00:00:00	realgdp	2780.435 		
2057-12-31 00:00:00	infl	2.320 		
2057-12-31 00:00:00	unemp	5.485 		
2058-03-31 00:00:00	realgdp	2780.117 		
2058-03-31 00:00:00	infl	2.054 		
2058-03-31 00:00:00	unemp	5.719 		
2058-06-30 00:00:00	realgdp	2732.968 		
2058-06-30 00:00:00	infl	2.026 		
2058-06-30 00:00:00	unemp	5.231 		
2058-09-30 00:00:00	realgdp	2738.941 		
2058-09-30 00:00:00	infl	2.592 		
2058-09-30 00:00:00	unemp	5.566 		
2058-12-31 00:00:00	realgdp	2738.057 		
